text,char_count,over_twitter_length,p_num,text_chunked,chunk_tot,chunk_num,text_to_tweet,text_to_tweet_char_count,tweeted_timestamp
"He looked around for the bird now because he would have liked him for
company.  The bird was gone.",98,False,283,"He looked around for the bird now because he would have liked him for
company.  The bird was gone.",1,1,"He looked around for the bird now because he would have liked him for
company.  The bird was gone. 

#hemingway",111,
"You did not stay long, the man thought.  But it is rougher where you
are going until you make the shore.  How did I let the fish cut me with
that one quick pull he made?  I must be getting very stupid.  Or
perhaps I was looking at the small bird and thinking of him.  Now I
will pay attention to my work and then I must eat the tuna so that I
will not have a failure of strength.",379,True,284,"You did not stay long, the man thought. But it is rougher where you are going until you make the shore. How did I let the fish cut me with that one quick pull he made? I must be getting very stupid. Or perhaps I was",2,1,"You did not stay long, the man thought. But it is rougher where you are going until you make the shore. How did I let the fish cut me with that one quick pull he made? I must be getting very stupid. Or perhaps I was 1/2 #hemingway",230,
"You did not stay long, the man thought.  But it is rougher where you
are going until you make the shore.  How did I let the fish cut me with
that one quick pull he made?  I must be getting very stupid.  Or
perhaps I was looking at the small bird and thinking of him.  Now I
will pay attention to my work and then I must eat the tuna so that I
will not have a failure of strength.",379,True,284,looking at the small bird and thinking of him. Now I will pay attention to my work and then I must eat the tuna so that I will not have a failure of strength.,2,2,looking at the small bird and thinking of him. Now I will pay attention to my work and then I must eat the tuna so that I will not have a failure of strength. 2/2 #hemingway,173,
"""I wish the boy were here and that I had some salt,"" he said aloud.",67,False,285,"""I wish the boy were here and that I had some salt,"" he said aloud.",1,1,"""I wish the boy were here and that I had some salt,"" he said aloud. 

#hemingway",80,
"Shifting the weight of the line to his left shoulder and kneeling
carefully he washed his hand in the ocean and held it there, submerged,
for more than a minute watching the blood trail away and the steady
movement of the water against his hand as the boat moved.",263,False,286,"Shifting the weight of the line to his left shoulder and kneeling carefully he washed his hand in the ocean and held it there, submerged, for more than a minute watching the blood trail away and the steady movement of",2,1,"Shifting the weight of the line to his left shoulder and kneeling carefully he washed his hand in the ocean and held it there, submerged, for more than a minute watching the blood trail away and the steady movement of 1/2 #hemingway",232,
"Shifting the weight of the line to his left shoulder and kneeling
carefully he washed his hand in the ocean and held it there, submerged,
for more than a minute watching the blood trail away and the steady
movement of the water against his hand as the boat moved.",263,False,286,the water against his hand as the boat moved.,2,2,the water against his hand as the boat moved. 2/2 #hemingway,60,
"""He has slowed much,"" he said.",30,False,287,"""He has slowed much,"" he said.",1,1,"""He has slowed much,"" he said. 

#hemingway",43,
"The old man would have liked to keep his hand in the salt water longer
but he was afraid of another sudden lurch by the fish and he stood up
and braced himself and held his hand up against the sun.  It was only a
line burn that had cut his flesh.  But it was in the working part of
his hand.  He knew he would need his hands before this was over and he
did not like to be cut before it started.",394,True,288,The old man would have liked to keep his hand in the salt water longer but he was afraid of another sudden lurch by the fish and he stood up and braced himself and held his hand up against the sun. It was only a line,2,1,The old man would have liked to keep his hand in the salt water longer but he was afraid of another sudden lurch by the fish and he stood up and braced himself and held his hand up against the sun. It was only a line 1/2 #hemingway,231,
"The old man would have liked to keep his hand in the salt water longer
but he was afraid of another sudden lurch by the fish and he stood up
and braced himself and held his hand up against the sun.  It was only a
line burn that had cut his flesh.  But it was in the working part of
his hand.  He knew he would need his hands before this was over and he
did not like to be cut before it started.",394,True,288,burn that had cut his flesh. But it was in the working part of his hand. He knew he would need his hands before this was over and he did not like to be cut before it started.,2,2,burn that had cut his flesh. But it was in the working part of his hand. He knew he would need his hands before this was over and he did not like to be cut before it started. 2/2 #hemingway,189,
"""Now,"" he said, when his hand had dried, ""I must eat the small tuna.  I
can reach him with the gaff and eat him here in comfort.""",129,False,289,"""Now,"" he said, when his hand had dried, ""I must eat the small tuna.  I
can reach him with the gaff and eat him here in comfort.""",1,1,"""Now,"" he said, when his hand had dried, ""I must eat the small tuna.  I
can reach him with the gaff and eat him here in comfort."" 

#hemingway",142,
"He knelt down and found the tuna under the stern with the gaff and drew
it toward him keeping it clear of the coiled lines.  Holding the line
with his left shoulder again, and bracing on his left hand and arm, he
took the tuna off the gaff hook and put the gaff back in place.  He put
one knee on the fish and cut strips of dark red meat longitudinally
from the back of the head to the tail.  They were wedge-shaped strips
and he cut them from next to the back bone down to the edge of the
belly.  When he had cut six strips he spread them out on the wood of
the bow, wiped his knife on his trousers, and lifted the carcass of the
bonito by the tail and dropped it overboard.",675,True,290,"He knelt down and found the tuna under the stern with the gaff and drew it toward him keeping it clear of the coiled lines. Holding the line with his left shoulder again, and bracing on his left hand and arm, he took",4,1,"He knelt down and found the tuna under the stern with the gaff and drew it toward him keeping it clear of the coiled lines. Holding the line with his left shoulder again, and bracing on his left hand and arm, he took 1/4 #hemingway",231,
"He knelt down and found the tuna under the stern with the gaff and drew
it toward him keeping it clear of the coiled lines.  Holding the line
with his left shoulder again, and bracing on his left hand and arm, he
took the tuna off the gaff hook and put the gaff back in place.  He put
one knee on the fish and cut strips of dark red meat longitudinally
from the back of the head to the tail.  They were wedge-shaped strips
and he cut them from next to the back bone down to the edge of the
belly.  When he had cut six strips he spread them out on the wood of
the bow, wiped his knife on his trousers, and lifted the carcass of the
bonito by the tail and dropped it overboard.",675,True,290,the tuna off the gaff hook and put the gaff back in place. He put one knee on the fish and cut strips of dark red meat longitudinally from the back of the head to the tail. They were wedge-shaped strips and he cut them,4,2,the tuna off the gaff hook and put the gaff back in place. He put one knee on the fish and cut strips of dark red meat longitudinally from the back of the head to the tail. They were wedge-shaped strips and he cut them 2/4 #hemingway,233,
"He knelt down and found the tuna under the stern with the gaff and drew
it toward him keeping it clear of the coiled lines.  Holding the line
with his left shoulder again, and bracing on his left hand and arm, he
took the tuna off the gaff hook and put the gaff back in place.  He put
one knee on the fish and cut strips of dark red meat longitudinally
from the back of the head to the tail.  They were wedge-shaped strips
and he cut them from next to the back bone down to the edge of the
belly.  When he had cut six strips he spread them out on the wood of
the bow, wiped his knife on his trousers, and lifted the carcass of the
bonito by the tail and dropped it overboard.",675,True,290,"from next to the back bone down to the edge of the belly. When he had cut six strips he spread them out on the wood of the bow, wiped his knife on his trousers, and lifted the carcass of the bonito by the tail and dropped",4,3,"from next to the back bone down to the edge of the belly. When he had cut six strips he spread them out on the wood of the bow, wiped his knife on his trousers, and lifted the carcass of the bonito by the tail and dropped 3/4 #hemingway",236,
"He knelt down and found the tuna under the stern with the gaff and drew
it toward him keeping it clear of the coiled lines.  Holding the line
with his left shoulder again, and bracing on his left hand and arm, he
took the tuna off the gaff hook and put the gaff back in place.  He put
one knee on the fish and cut strips of dark red meat longitudinally
from the back of the head to the tail.  They were wedge-shaped strips
and he cut them from next to the back bone down to the edge of the
belly.  When he had cut six strips he spread them out on the wood of
the bow, wiped his knife on his trousers, and lifted the carcass of the
bonito by the tail and dropped it overboard.",675,True,290,it overboard.,4,4,it overboard. 4/4 #hemingway,28,
"""I don't think I can eat an entire one,"" he said and drew his knife
across one of the strips.  He could feel the steady hard pull of the
line and his left hand was cramped.  It drew up tight on the heavy cord
and he looked at it in disgust.",240,False,291,"""I don't think I can eat an entire one,"" he said and drew his knife across one of the strips. He could feel the steady hard pull of the line and his left hand was cramped. It drew up tight on the heavy cord and he looked",2,1,"""I don't think I can eat an entire one,"" he said and drew his knife across one of the strips. He could feel the steady hard pull of the line and his left hand was cramped. It drew up tight on the heavy cord and he looked 1/2 #hemingway",235,
"""I don't think I can eat an entire one,"" he said and drew his knife
across one of the strips.  He could feel the steady hard pull of the
line and his left hand was cramped.  It drew up tight on the heavy cord
and he looked at it in disgust.",240,False,291,at it in disgust.,2,2,at it in disgust. 2/2 #hemingway,32,
"""What kind of a hand is that,"" he said.  ""Cramp then if you want.  Make
yourself into a claw.  It will do you no good.""",119,False,292,"""What kind of a hand is that,"" he said.  ""Cramp then if you want.  Make
yourself into a claw.  It will do you no good.""",1,1,"""What kind of a hand is that,"" he said.  ""Cramp then if you want.  Make
yourself into a claw.  It will do you no good."" 

#hemingway",132,
"Come on, he thought and looked down into the dark water at the slant of
the line.  Eat it now and it will strengthen the hand.  It is not the
hand's fault and you have been many hours with the fish.  But you can
stay with him forever.  Eat the bonito now.",255,False,293,"Come on, he thought and looked down into the dark water at the slant of the line. Eat it now and it will strengthen the hand. It is not the hand's fault and you have been many hours with the fish. But you can stay with",2,1,"Come on, he thought and looked down into the dark water at the slant of the line. Eat it now and it will strengthen the hand. It is not the hand's fault and you have been many hours with the fish. But you can stay with 1/2 #hemingway",233,
"Come on, he thought and looked down into the dark water at the slant of
the line.  Eat it now and it will strengthen the hand.  It is not the
hand's fault and you have been many hours with the fish.  But you can
stay with him forever.  Eat the bonito now.",255,False,293,him forever. Eat the bonito now.,2,2,him forever. Eat the bonito now. 2/2 #hemingway,47,
"He picked up a piece and put it in his mouth and chewed it slowly.  It
was not unpleasant.",90,False,294,"He picked up a piece and put it in his mouth and chewed it slowly.  It
was not unpleasant.",1,1,"He picked up a piece and put it in his mouth and chewed it slowly.  It
was not unpleasant. 

#hemingway",103,
"Chew it well, he thought, and get all the juices.  It would not be bad
to eat with a little lime or with lemon or with salt.",124,False,295,"Chew it well, he thought, and get all the juices.  It would not be bad
to eat with a little lime or with lemon or with salt.",1,1,"Chew it well, he thought, and get all the juices.  It would not be bad
to eat with a little lime or with lemon or with salt. 

#hemingway",137,
"""How do you feel, hand?"" he asked the cramped hand that was almost as
stiff as rigor mortis.  ""I'll eat some more for you.""",123,False,296,"""How do you feel, hand?"" he asked the cramped hand that was almost as
stiff as rigor mortis.  ""I'll eat some more for you.""",1,1,"""How do you feel, hand?"" he asked the cramped hand that was almost as
stiff as rigor mortis.  ""I'll eat some more for you."" 

#hemingway",136,
"He ate the other part of the piece that he had cut in two.  He chewed
it carefully and then spat out the skin.",110,False,297,"He ate the other part of the piece that he had cut in two.  He chewed
it carefully and then spat out the skin.",1,1,"He ate the other part of the piece that he had cut in two.  He chewed
it carefully and then spat out the skin. 

#hemingway",123,
"""How does it go, hand?  Or is it too early to know?""",52,False,298,"""How does it go, hand?  Or is it too early to know?""",1,1,"""How does it go, hand?  Or is it too early to know?"" 

#hemingway",65,
He took another full piece and chewed it.,41,False,299,He took another full piece and chewed it.,1,1,"He took another full piece and chewed it. 

#hemingway",54,
"""It is a strong full-blooded fish,"" he thought.  ""I was lucky to get
him instead of dolphin.  Dolphin is too sweet.  This is hardly sweet at
all and all the strength is still in it.""",182,False,300,"""It is a strong full-blooded fish,"" he thought.  ""I was lucky to get
him instead of dolphin.  Dolphin is too sweet.  This is hardly sweet at
all and all the strength is still in it.""",1,1,"""It is a strong full-blooded fish,"" he thought.  ""I was lucky to get
him instead of dolphin.  Dolphin is too sweet.  This is hardly sweet at
all and all the strength is still in it."" 

#hemingway",195,
"There is no sense in being anything but practical though, he thought.
I wish I had some salt.  And I do not know whether the sun will rot or
dry what is left, so I had better eat it all although I am not hungry.
The fish is calm and steady.  I will eat it all and then I will be
ready.",285,True,301,"There is no sense in being anything but practical though, he thought. I wish I had some salt. And I do not know whether the sun will rot or dry what is left, so I had better eat it all although I am not hungry. The fish",2,1,"There is no sense in being anything but practical though, he thought. I wish I had some salt. And I do not know whether the sun will rot or dry what is left, so I had better eat it all although I am not hungry. The fish 1/2 #hemingway",234,
"There is no sense in being anything but practical though, he thought.
I wish I had some salt.  And I do not know whether the sun will rot or
dry what is left, so I had better eat it all although I am not hungry.
The fish is calm and steady.  I will eat it all and then I will be
ready.",285,True,301,is calm and steady. I will eat it all and then I will be ready.,2,2,is calm and steady. I will eat it all and then I will be ready. 2/2 #hemingway,78,
"""Be patient, hand,"" he said.  ""I do this for you.""",50,False,302,"""Be patient, hand,"" he said.  ""I do this for you.""",1,1,"""Be patient, hand,"" he said.  ""I do this for you."" 

#hemingway",63,
"I wish I could feed the fish, he thought.  He is my brother.  But I
must kill him and keep strong to do it.  Slowly and conscientiously he
ate all of the wedge-shaped strips of fish.",182,False,303,"I wish I could feed the fish, he thought.  He is my brother.  But I
must kill him and keep strong to do it.  Slowly and conscientiously he
ate all of the wedge-shaped strips of fish.",1,1,"I wish I could feed the fish, he thought.  He is my brother.  But I
must kill him and keep strong to do it.  Slowly and conscientiously he
ate all of the wedge-shaped strips of fish. 

#hemingway",195,
"He straightened up, wiping his hand on his trousers.",52,False,304,"He straightened up, wiping his hand on his trousers.",1,1,"He straightened up, wiping his hand on his trousers. 

#hemingway",65,
"""Now,"" he said.  ""You can let the cord go, hand, and I will handle him
with the right arm alone until you stop that nonsense.""  He put his
left foot on the heavy line that the left hand had held and lay back
against the pull against his back.",242,False,305,"""Now,"" he said. ""You can let the cord go, hand, and I will handle him with the right arm alone until you stop that nonsense."" He put his left foot on the heavy line that the left hand had held and lay back against the",2,1,"""Now,"" he said. ""You can let the cord go, hand, and I will handle him with the right arm alone until you stop that nonsense."" He put his left foot on the heavy line that the left hand had held and lay back against the 1/2 #hemingway",232,
"""Now,"" he said.  ""You can let the cord go, hand, and I will handle him
with the right arm alone until you stop that nonsense.""  He put his
left foot on the heavy line that the left hand had held and lay back
against the pull against his back.",242,False,305,pull against his back.,2,2,pull against his back. 2/2 #hemingway,37,
"""God help me to have the cramp go,"" he said.  ""Because I do not know
what the fish is going to do.""",99,False,306,"""God help me to have the cramp go,"" he said.  ""Because I do not know
what the fish is going to do.""",1,1,"""God help me to have the cramp go,"" he said.  ""Because I do not know
what the fish is going to do."" 

#hemingway",112,
"But he seems calm, he thought, and following his plan.  But what is his
plan, he thought.  And what is mine?  Mine I must improvise to his
because of his great size.  If he will jump I can kill him.  But he
stays down forever.  Then I will stay down with him forever.",267,False,307,"But he seems calm, he thought, and following his plan. But what is his plan, he thought. And what is mine? Mine I must improvise to his because of his great size. If he will jump I can kill him. But he stays down forever.",2,1,"But he seems calm, he thought, and following his plan. But what is his plan, he thought. And what is mine? Mine I must improvise to his because of his great size. If he will jump I can kill him. But he stays down forever. 1/2 #hemingway",236,
"But he seems calm, he thought, and following his plan.  But what is his
plan, he thought.  And what is mine?  Mine I must improvise to his
because of his great size.  If he will jump I can kill him.  But he
stays down forever.  Then I will stay down with him forever.",267,False,307,Then I will stay down with him forever.,2,2,Then I will stay down with him forever. 2/2 #hemingway,54,
"He rubbed the cramped hand against his trousers and tried to gentle the
fingers.  But it would not open.  Maybe it will open with the sun, he
thought.  Maybe it will open when the strong raw tuna is digested.  If
I have to have it, I will open it, cost whatever it costs.  But I do
not want to open it now by force.  Let it open by itself and come back
of its own accord.  After all I abused it much in the night when it was
necessary to free and unite the various lines.",471,True,308,"He rubbed the cramped hand against his trousers and tried to gentle the fingers. But it would not open. Maybe it will open with the sun, he thought. Maybe it will open when the strong raw tuna is digested. If I have",3,1,"He rubbed the cramped hand against his trousers and tried to gentle the fingers. But it would not open. Maybe it will open with the sun, he thought. Maybe it will open when the strong raw tuna is digested. If I have 1/3 #hemingway",230,
"He rubbed the cramped hand against his trousers and tried to gentle the
fingers.  But it would not open.  Maybe it will open with the sun, he
thought.  Maybe it will open when the strong raw tuna is digested.  If
I have to have it, I will open it, cost whatever it costs.  But I do
not want to open it now by force.  Let it open by itself and come back
of its own accord.  After all I abused it much in the night when it was
necessary to free and unite the various lines.",471,True,308,"to have it, I will open it, cost whatever it costs. But I do not want to open it now by force. Let it open by itself and come back of its own accord. After all I abused it much in the night when it was necessary to free",3,2,"to have it, I will open it, cost whatever it costs. But I do not want to open it now by force. Let it open by itself and come back of its own accord. After all I abused it much in the night when it was necessary to free 2/3 #hemingway",234,
"He rubbed the cramped hand against his trousers and tried to gentle the
fingers.  But it would not open.  Maybe it will open with the sun, he
thought.  Maybe it will open when the strong raw tuna is digested.  If
I have to have it, I will open it, cost whatever it costs.  But I do
not want to open it now by force.  Let it open by itself and come back
of its own accord.  After all I abused it much in the night when it was
necessary to free and unite the various lines.",471,True,308,and unite the various lines.,3,3,and unite the various lines. 3/3 #hemingway,43,
"He looked across the sea and knew how alone he was now.  But he could
see the prisms in the deep dark water and the line stretching ahead and
the strange undulation of the calm.  The clouds were building up now
for the trade wind and he looked ahead and saw a flight of wild ducks
etching themselves against the sky over the water, then blurring, then
etching again and he knew no man was ever alone on the sea.",411,True,309,He looked across the sea and knew how alone he was now. But he could see the prisms in the deep dark water and the line stretching ahead and the strange undulation of the calm. The clouds were building up now for the,2,1,He looked across the sea and knew how alone he was now. But he could see the prisms in the deep dark water and the line stretching ahead and the strange undulation of the calm. The clouds were building up now for the 1/2 #hemingway,231,
"He looked across the sea and knew how alone he was now.  But he could
see the prisms in the deep dark water and the line stretching ahead and
the strange undulation of the calm.  The clouds were building up now
for the trade wind and he looked ahead and saw a flight of wild ducks
etching themselves against the sky over the water, then blurring, then
etching again and he knew no man was ever alone on the sea.",411,True,309,"trade wind and he looked ahead and saw a flight of wild ducks etching themselves against the sky over the water, then blurring, then etching again and he knew no man was ever alone on the sea.",2,2,"trade wind and he looked ahead and saw a flight of wild ducks etching themselves against the sky over the water, then blurring, then etching again and he knew no man was ever alone on the sea. 2/2 #hemingway",207,
"He thought of how some men feared being out of sight of land in a small
boat and knew they were right in the months of sudden bad weather.  But
now they were in hurricane months and, when there are no hurricanes,
the weather of hurricane months is the best of all the year.",273,False,310,"He thought of how some men feared being out of sight of land in a small boat and knew they were right in the months of sudden bad weather. But now they were in hurricane months and, when there are no hurricanes, the",2,1,"He thought of how some men feared being out of sight of land in a small boat and knew they were right in the months of sudden bad weather. But now they were in hurricane months and, when there are no hurricanes, the 1/2 #hemingway",230,
"He thought of how some men feared being out of sight of land in a small
boat and knew they were right in the months of sudden bad weather.  But
now they were in hurricane months and, when there are no hurricanes,
the weather of hurricane months is the best of all the year.",273,False,310,weather of hurricane months is the best of all the year.,2,2,weather of hurricane months is the best of all the year. 2/2 #hemingway,71,
"If there is a hurricane you always see the signs of it in the sky for
days ahead, if you are at sea.  They do not see it ashore because they
do not know what to look for, he thought.  The land must make a
difference too, in the shape of the clouds.  But we have no hurricane
coming now.",286,True,311,"If there is a hurricane you always see the signs of it in the sky for days ahead, if you are at sea. They do not see it ashore because they do not know what to look for, he thought. The land must make a difference too,",2,1,"If there is a hurricane you always see the signs of it in the sky for days ahead, if you are at sea. They do not see it ashore because they do not know what to look for, he thought. The land must make a difference too, 1/2 #hemingway",233,
"If there is a hurricane you always see the signs of it in the sky for
days ahead, if you are at sea.  They do not see it ashore because they
do not know what to look for, he thought.  The land must make a
difference too, in the shape of the clouds.  But we have no hurricane
coming now.",286,True,311,in the shape of the clouds. But we have no hurricane coming now.,2,2,in the shape of the clouds. But we have no hurricane coming now. 2/2 #hemingway,79,
"He looked at the sky and saw the white cumulus built like friendly
piles of ice cream and high above were the thin feathers of the cirrus
against the high September sky.",169,False,312,"He looked at the sky and saw the white cumulus built like friendly
piles of ice cream and high above were the thin feathers of the cirrus
against the high September sky.",1,1,"He looked at the sky and saw the white cumulus built like friendly
piles of ice cream and high above were the thin feathers of the cirrus
against the high September sky. 

#hemingway",182,
"""Light brisa,"" he said.  ""Better weather for me than for you, fish.""",68,False,313,"""Light brisa,"" he said.  ""Better weather for me than for you, fish.""",1,1,"""Light brisa,"" he said.  ""Better weather for me than for you, fish."" 

#hemingway",81,
"His left hand was still cramped, but he was unknotting it slowly.",65,False,314,"His left hand was still cramped, but he was unknotting it slowly.",1,1,"His left hand was still cramped, but he was unknotting it slowly. 

#hemingway",78,
"I hate a cramp, he thought.  It is a treachery of one's own body.  It
is humiliating before others to have a diarrhoea from ptomaine
poisoning or to vomit from it.  But a cramp, he thought of it as a
calambre, humiliates oneself especially when one is alone.",258,False,315,"I hate a cramp, he thought. It is a treachery of one's own body. It is humiliating before others to have a diarrhoea from ptomaine poisoning or to vomit from it. But a cramp, he thought of it as a calambre, humiliates",2,1,"I hate a cramp, he thought. It is a treachery of one's own body. It is humiliating before others to have a diarrhoea from ptomaine poisoning or to vomit from it. But a cramp, he thought of it as a calambre, humiliates 1/2 #hemingway",232,
"I hate a cramp, he thought.  It is a treachery of one's own body.  It
is humiliating before others to have a diarrhoea from ptomaine
poisoning or to vomit from it.  But a cramp, he thought of it as a
calambre, humiliates oneself especially when one is alone.",258,False,315,oneself especially when one is alone.,2,2,oneself especially when one is alone. 2/2 #hemingway,52,
"If the boy were here he could rub it for me and loosen it down from the
forearm, he thought.  But it will loosen up.",116,False,316,"If the boy were here he could rub it for me and loosen it down from the
forearm, he thought.  But it will loosen up.",1,1,"If the boy were here he could rub it for me and loosen it down from the
forearm, he thought.  But it will loosen up. 

#hemingway",129,
"Then, with his right hand he felt the difference in the pull of the
line before he saw the slant change in the water.  Then, as he leaned
against the line and slapped his left hand hard and fast against his
thigh he saw the line slanting slowly upward.",252,False,317,"Then, with his right hand he felt the difference in the pull of the line before he saw the slant change in the water. Then, as he leaned against the line and slapped his left hand hard and fast against his thigh he saw",2,1,"Then, with his right hand he felt the difference in the pull of the line before he saw the slant change in the water. Then, as he leaned against the line and slapped his left hand hard and fast against his thigh he saw 1/2 #hemingway",233,
"Then, with his right hand he felt the difference in the pull of the
line before he saw the slant change in the water.  Then, as he leaned
against the line and slapped his left hand hard and fast against his
thigh he saw the line slanting slowly upward.",252,False,317,the line slanting slowly upward.,2,2,the line slanting slowly upward. 2/2 #hemingway,47,
"""He's coming up,"" he said.  ""Come on hand.  Please come on.""",60,False,318,"""He's coming up,"" he said.  ""Come on hand.  Please come on.""",1,1,"""He's coming up,"" he said.  ""Come on hand.  Please come on."" 

#hemingway",73,
"The line rose slowly and steadily and then the surface of the ocean
bulged ahead of the boat and the fish came out.  He came out unendingly
and water poured from his sides.  He was bright in the sun and his head
and back were dark purple and in the sun the stripes on his sides
showed wide and a light lavender.  His sword was as long as a baseball
bat and tapered like a rapier and he rose his full length from the
water and then re-entered it, smoothly, like a diver and the old man
saw the great scythe-blade of his tail go under and the line commenced
to race out.",568,True,319,The line rose slowly and steadily and then the surface of the ocean bulged ahead of the boat and the fish came out. He came out unendingly and water poured from his sides. He was bright in the sun and his head and back,3,1,The line rose slowly and steadily and then the surface of the ocean bulged ahead of the boat and the fish came out. He came out unendingly and water poured from his sides. He was bright in the sun and his head and back 1/3 #hemingway,233,
"The line rose slowly and steadily and then the surface of the ocean
bulged ahead of the boat and the fish came out.  He came out unendingly
and water poured from his sides.  He was bright in the sun and his head
and back were dark purple and in the sun the stripes on his sides
showed wide and a light lavender.  His sword was as long as a baseball
bat and tapered like a rapier and he rose his full length from the
water and then re-entered it, smoothly, like a diver and the old man
saw the great scythe-blade of his tail go under and the line commenced
to race out.",568,True,319,were dark purple and in the sun the stripes on his sides showed wide and a light lavender. His sword was as long as a baseball bat and tapered like a rapier and he rose his full length from the water and then re-entered,3,2,were dark purple and in the sun the stripes on his sides showed wide and a light lavender. His sword was as long as a baseball bat and tapered like a rapier and he rose his full length from the water and then re-entered 2/3 #hemingway,234,
"The line rose slowly and steadily and then the surface of the ocean
bulged ahead of the boat and the fish came out.  He came out unendingly
and water poured from his sides.  He was bright in the sun and his head
and back were dark purple and in the sun the stripes on his sides
showed wide and a light lavender.  His sword was as long as a baseball
bat and tapered like a rapier and he rose his full length from the
water and then re-entered it, smoothly, like a diver and the old man
saw the great scythe-blade of his tail go under and the line commenced
to race out.",568,True,319,"it, smoothly, like a diver and the old man saw the great scythe-blade of his tail go under and the line commenced to race out.",3,3,"it, smoothly, like a diver and the old man saw the great scythe-blade of his tail go under and the line commenced to race out. 3/3 #hemingway",141,
"""He is two feet longer than the skiff,"" the old man said.  The line was
going out fast but steadily and the fish was not panicked.  The old man
was trying with both hands to keep the line just inside of breaking
strength.  He knew that if he could not slow the fish with a steady
pressure the fish could take out all the line and break it.",339,True,320,"""He is two feet longer than the skiff,"" the old man said. The line was going out fast but steadily and the fish was not panicked. The old man was trying with both hands to keep the line just inside of breaking strength.",2,1,"""He is two feet longer than the skiff,"" the old man said. The line was going out fast but steadily and the fish was not panicked. The old man was trying with both hands to keep the line just inside of breaking strength. 1/2 #hemingway",234,
"""He is two feet longer than the skiff,"" the old man said.  The line was
going out fast but steadily and the fish was not panicked.  The old man
was trying with both hands to keep the line just inside of breaking
strength.  He knew that if he could not slow the fish with a steady
pressure the fish could take out all the line and break it.",339,True,320,He knew that if he could not slow the fish with a steady pressure the fish could take out all the line and break it.,2,2,He knew that if he could not slow the fish with a steady pressure the fish could take out all the line and break it. 2/2 #hemingway,131,
"He is a great fish and I must convince him, he thought.  I must never
let him learn his strength nor what he could do if he made his run.  If
I were him I would put in everything now and go until something broke.
But, thank God, they are not as intelligent as we who kill them;
although they are more noble and more able.",321,True,321,"He is a great fish and I must convince him, he thought. I must never let him learn his strength nor what he could do if he made his run. If I were him I would put in everything now and go until something broke. But,",2,1,"He is a great fish and I must convince him, he thought. I must never let him learn his strength nor what he could do if he made his run. If I were him I would put in everything now and go until something broke. But, 1/2 #hemingway",230,
"He is a great fish and I must convince him, he thought.  I must never
let him learn his strength nor what he could do if he made his run.  If
I were him I would put in everything now and go until something broke.
But, thank God, they are not as intelligent as we who kill them;
although they are more noble and more able.",321,True,321,"thank God, they are not as intelligent as we who kill them; although they are more noble and more able.",2,2,"thank God, they are not as intelligent as we who kill them; although they are more noble and more able. 2/2 #hemingway",118,
"The old man had seen many great fish.  He had seen many that weighed
more than a thousand pounds and he had caught two of that size in his
life, but never alone.  Now alone, and out of sight of land, he was
fast to the biggest fish that he had ever seen and bigger than he had
ever heard of, and his left hand was still as tight as the gripped
claws of an eagle.",362,True,322,"The old man had seen many great fish. He had seen many that weighed more than a thousand pounds and he had caught two of that size in his life, but never alone. Now alone, and out of sight of land, he was fast to the",2,1,"The old man had seen many great fish. He had seen many that weighed more than a thousand pounds and he had caught two of that size in his life, but never alone. Now alone, and out of sight of land, he was fast to the 1/2 #hemingway",231,
"The old man had seen many great fish.  He had seen many that weighed
more than a thousand pounds and he had caught two of that size in his
life, but never alone.  Now alone, and out of sight of land, he was
fast to the biggest fish that he had ever seen and bigger than he had
ever heard of, and his left hand was still as tight as the gripped
claws of an eagle.",362,True,322,"biggest fish that he had ever seen and bigger than he had ever heard of, and his left hand was still as tight as the gripped claws of an eagle.",2,2,"biggest fish that he had ever seen and bigger than he had ever heard of, and his left hand was still as tight as the gripped claws of an eagle. 2/2 #hemingway",158,
"It will uncramp though, he thought.  Surely it will uncramp to help my
right hand.  There are three things that are brothers: the fish and my
two hands.  It must uncramp.  It is unworthy of it to be cramped.  The
fish had slowed again and was going at his usual pace.",267,False,323,"It will uncramp though, he thought. Surely it will uncramp to help my right hand. There are three things that are brothers: the fish and my two hands. It must uncramp. It is unworthy of it to be cramped. The fish had",2,1,"It will uncramp though, he thought. Surely it will uncramp to help my right hand. There are three things that are brothers: the fish and my two hands. It must uncramp. It is unworthy of it to be cramped. The fish had 1/2 #hemingway",231,
"It will uncramp though, he thought.  Surely it will uncramp to help my
right hand.  There are three things that are brothers: the fish and my
two hands.  It must uncramp.  It is unworthy of it to be cramped.  The
fish had slowed again and was going at his usual pace.",267,False,323,slowed again and was going at his usual pace.,2,2,slowed again and was going at his usual pace. 2/2 #hemingway,60,
"I wonder why he jumped, the old man thought.  He jumped almost as
though to show me how big he was.  I know now, anyway, he thought.  I
wish I could show him what sort of man I am.  But then he would see the
cramped hand.  Let him think I am more man than I am and I will be so.
I wish I was the fish, he thought, with everything he has against only
my will and my intelligence.",378,True,324,"I wonder why he jumped, the old man thought. He jumped almost as though to show me how big he was. I know now, anyway, he thought. I wish I could show him what sort of man I am. But then he would see the cramped hand.",2,1,"I wonder why he jumped, the old man thought. He jumped almost as though to show me how big he was. I know now, anyway, he thought. I wish I could show him what sort of man I am. But then he would see the cramped hand. 1/2 #hemingway",232,
